# Time,Training Loss
6.550000000000000000e+05,2.671829223632812500e+00
6.600000000000000000e+05,1.640195488929748535e+00
6.650000000000000000e+05,2.482490539550781250e+00
6.700000000000000000e+05,2.615510940551757812e+00
6.750000000000000000e+05,1.475455403327941895e+00
6.800000000000000000e+05,2.143124103546142578e+00
6.850000000000000000e+05,1.697926640510559082e+00
6.900000000000000000e+05,2.095046520233154297e+00
6.950000000000000000e+05,2.094915390014648438e+00
7.000000000000000000e+05,2.104612827301025391e+00
7.050000000000000000e+05,2.503450393676757812e+00
7.100000000000000000e+05,1.741597056388854980e+00
7.150000000000000000e+05,2.236142158508300781e+00
7.200000000000000000e+05,3.321669816970825195e+00
7.250000000000000000e+05,2.210441827774047852e+00
7.300000000000000000e+05,2.915590286254882812e+00
7.350000000000000000e+05,1.949680566787719727e+00
7.400000000000000000e+05,2.315225839614868164e+00
7.450000000000000000e+05,2.513180971145629883e+00
7.500000000000000000e+05,1.915960788726806641e+00
7.550000000000000000e+05,1.737749934196472168e+00
7.600000000000000000e+05,1.907140016555786133e+00
7.650000000000000000e+05,1.801449537277221680e+00
7.700000000000000000e+05,2.171807765960693359e+00
7.750000000000000000e+05,2.970141887664794922e+00
7.800000000000000000e+05,2.840180873870849609e+00
7.850000000000000000e+05,1.945678830146789551e+00
7.900000000000000000e+05,2.292287826538085938e+00
7.950000000000000000e+05,3.333970069885253906e+00
8.000000000000000000e+05,2.181706190109252930e+00
8.050000000000000000e+05,2.217403888702392578e+00
8.100000000000000000e+05,2.132678031921386719e+00
8.150000000000000000e+05,2.027693510055541992e+00
8.200000000000000000e+05,3.054999351501464844e+00
8.250000000000000000e+05,4.272080421447753906e+00
8.300000000000000000e+05,2.698667049407958984e+00
8.350000000000000000e+05,3.946257114410400391e+00
8.400000000000000000e+05,3.750541448593139648e+00
8.450000000000000000e+05,3.104273080825805664e+00
8.500000000000000000e+05,3.017938137054443359e+00
8.550000000000000000e+05,2.321253776550292969e+00
8.600000000000000000e+05,2.284311771392822266e+00
8.650000000000000000e+05,2.193356275558471680e+00
8.700000000000000000e+05,1.558012485504150391e+00
8.750000000000000000e+05,4.043572425842285156e+00
8.800000000000000000e+05,1.664787769317626953e+00
8.850000000000000000e+05,2.372559309005737305e+00
8.900000000000000000e+05,2.731246948242187500e+00
8.950000000000000000e+05,2.113484859466552734e+00
9.000000000000000000e+05,1.739999294281005859e+00
9.050000000000000000e+05,2.516506195068359375e+00
9.100000000000000000e+05,6.046433448791503906e+00
9.150000000000000000e+05,3.495909690856933594e+00
9.200000000000000000e+05,6.265985965728759766e-01
9.250000000000000000e+05,1.997009396553039551e+00
9.300000000000000000e+05,2.488478660583496094e+00
9.350000000000000000e+05,2.190032005310058594e+00
9.400000000000000000e+05,2.625497579574584961e+00
9.450000000000000000e+05,3.013633966445922852e+00
9.500000000000000000e+05,3.287049055099487305e+00
9.550000000000000000e+05,2.060552120208740234e+00
9.600000000000000000e+05,2.206295967102050781e+00
9.650000000000000000e+05,1.813019156455993652e+00
9.700000000000000000e+05,3.441916942596435547e+00
9.750000000000000000e+05,2.403121471405029297e+00
9.800000000000000000e+05,2.319786548614501953e+00
9.850000000000000000e+05,1.318982124328613281e+00
9.900000000000000000e+05,2.152251243591308594e+00
9.950000000000000000e+05,2.344528198242187500e+00
1.000000000000000000e+06,2.376179933547973633e+00
1.005000000000000000e+06,2.222077369689941406e+00
1.010000000000000000e+06,2.495675325393676758e+00
1.015000000000000000e+06,4.238585948944091797e+00
1.020000000000000000e+06,2.505213260650634766e+00
1.025000000000000000e+06,2.664483308792114258e+00
1.030000000000000000e+06,2.204992771148681641e+00
1.035000000000000000e+06,1.816423058509826660e+00
1.040000000000000000e+06,2.191153287887573242e+00
1.045000000000000000e+06,1.621475458145141602e+00
1.050000000000000000e+06,3.079808235168457031e+00
1.055000000000000000e+06,1.941657543182373047e+00
1.060000000000000000e+06,2.349902629852294922e+00
1.065000000000000000e+06,1.437480926513671875e+00
1.070000000000000000e+06,1.361219406127929688e+00
1.075000000000000000e+06,3.034151315689086914e+00
1.080000000000000000e+06,1.329166412353515625e+00
1.085000000000000000e+06,2.961511611938476562e+00
1.090000000000000000e+06,2.289818763732910156e+00
1.095000000000000000e+06,1.076014757156372070e+00
1.100000000000000000e+06,1.309629797935485840e+00
1.105000000000000000e+06,2.680438756942749023e+00
1.110000000000000000e+06,1.602073192596435547e+00
1.115000000000000000e+06,3.569516897201538086e+00
1.120000000000000000e+06,3.472670078277587891e+00
1.125000000000000000e+06,1.786230325698852539e+00
1.130000000000000000e+06,2.972473382949829102e+00
1.135000000000000000e+06,2.022675037384033203e+00
1.140000000000000000e+06,2.221228599548339844e+00
1.145000000000000000e+06,1.966488718986511230e+00
1.150000000000000000e+06,2.707358598709106445e+00
1.155000000000000000e+06,1.924909114837646484e+00
1.160000000000000000e+06,2.658995151519775391e+00
1.165000000000000000e+06,3.552397727966308594e+00
1.170000000000000000e+06,1.957103848457336426e+00
1.175000000000000000e+06,2.778344631195068359e+00
1.180000000000000000e+06,3.008248090744018555e+00
1.185000000000000000e+06,2.129352569580078125e+00
1.190000000000000000e+06,2.316585540771484375e+00
1.195000000000000000e+06,1.676096320152282715e+00
1.200000000000000000e+06,1.878473639488220215e+00
1.205000000000000000e+06,2.450923442840576172e+00
1.210000000000000000e+06,1.666620016098022461e+00
1.215000000000000000e+06,1.546288847923278809e+00
1.220000000000000000e+06,1.825392246246337891e+00
1.225000000000000000e+06,3.042578458786010742e+00
1.230000000000000000e+06,3.326166868209838867e+00
1.235000000000000000e+06,3.807230710983276367e+00
1.240000000000000000e+06,1.017017245292663574e+00
1.245000000000000000e+06,4.568993091583251953e+00
1.250000000000000000e+06,5.014549255371093750e+00
1.255000000000000000e+06,3.996193885803222656e+00
1.260000000000000000e+06,2.627178668975830078e+00
1.265000000000000000e+06,2.360086917877197266e+00
1.270000000000000000e+06,1.792785644531250000e+00
1.275000000000000000e+06,1.273410797119140625e+00
1.280000000000000000e+06,2.665276527404785156e+00
1.285000000000000000e+06,3.661754608154296875e+00
1.290000000000000000e+06,2.256603717803955078e+00
1.295000000000000000e+06,1.904317617416381836e+00
1.300000000000000000e+06,2.297478675842285156e+00
1.305000000000000000e+06,3.170897960662841797e+00
1.310000000000000000e+06,2.590530872344970703e+00
1.315000000000000000e+06,1.343679308891296387e+00
1.320000000000000000e+06,2.711120605468750000e+00
1.325000000000000000e+06,3.488503932952880859e+00
1.330000000000000000e+06,3.393786430358886719e+00
1.335000000000000000e+06,2.170636177062988281e+00
1.340000000000000000e+06,5.270603179931640625e+00
1.345000000000000000e+06,2.918824195861816406e+00
1.350000000000000000e+06,1.995029091835021973e+00
1.355000000000000000e+06,2.341524600982666016e+00
1.360000000000000000e+06,2.055253505706787109e+00
1.365000000000000000e+06,2.865729093551635742e+00
1.370000000000000000e+06,1.422505736351013184e+00
1.375000000000000000e+06,2.457213640213012695e+00
1.380000000000000000e+06,2.369776725769042969e+00
1.385000000000000000e+06,1.659664511680603027e+00
1.390000000000000000e+06,3.951637029647827148e+00
1.395000000000000000e+06,2.089757442474365234e+00
1.400000000000000000e+06,2.535304069519042969e+00
1.405000000000000000e+06,2.253650665283203125e+00
1.410000000000000000e+06,2.231707334518432617e+00
1.415000000000000000e+06,1.587534189224243164e+00
1.420000000000000000e+06,3.390772819519042969e+00
1.425000000000000000e+06,1.091020226478576660e+00
1.430000000000000000e+06,3.861896038055419922e+00
1.435000000000000000e+06,2.747111320495605469e+00
1.440000000000000000e+06,2.316323757171630859e+00
1.445000000000000000e+06,1.846825838088989258e+00
1.450000000000000000e+06,2.752760887145996094e+00
1.455000000000000000e+06,2.687512636184692383e+00
1.460000000000000000e+06,2.114137411117553711e+00
1.465000000000000000e+06,1.251498460769653320e+00
1.470000000000000000e+06,4.325591564178466797e+00
1.475000000000000000e+06,1.065268158912658691e+00
1.480000000000000000e+06,1.310131788253784180e+00
1.485000000000000000e+06,3.057995796203613281e+00
1.490000000000000000e+06,1.998018622398376465e+00
1.495000000000000000e+06,3.725397586822509766e+00
1.500000000000000000e+06,1.868555903434753418e+00
1.505000000000000000e+06,2.601839542388916016e+00
1.510000000000000000e+06,2.237139225006103516e+00
1.515000000000000000e+06,2.966123104095458984e+00
1.520000000000000000e+06,1.950445413589477539e+00
1.525000000000000000e+06,1.293121457099914551e+00
1.530000000000000000e+06,2.363229274749755859e+00
1.535000000000000000e+06,2.064165115356445312e+00
1.540000000000000000e+06,1.481095790863037109e+00
1.545000000000000000e+06,2.046833992004394531e+00
1.550000000000000000e+06,2.391414642333984375e+00
1.555000000000000000e+06,1.739674329757690430e+00
1.560000000000000000e+06,3.458367347717285156e+00
1.565000000000000000e+06,1.194428801536560059e+00
1.570000000000000000e+06,1.155324339866638184e+00
1.575000000000000000e+06,2.452435493469238281e+00
1.580000000000000000e+06,1.938602328300476074e+00
1.585000000000000000e+06,2.859664201736450195e+00
1.590000000000000000e+06,2.580368995666503906e+00
1.595000000000000000e+06,2.129415512084960938e+00
1.600000000000000000e+06,2.833185672760009766e+00
1.605000000000000000e+06,1.313658714294433594e+00
1.610000000000000000e+06,1.632346153259277344e+00
1.615000000000000000e+06,2.114892959594726562e+00
1.620000000000000000e+06,2.467032909393310547e+00
1.625000000000000000e+06,2.218074798583984375e+00
1.630000000000000000e+06,3.373443603515625000e+00
1.635000000000000000e+06,3.434612274169921875e+00
1.640000000000000000e+06,1.841080784797668457e+00
1.645000000000000000e+06,1.396695494651794434e+00
1.650000000000000000e+06,2.151113986968994141e+00
1.655000000000000000e+06,3.475668907165527344e+00
1.660000000000000000e+06,1.893701434135437012e+00
1.665000000000000000e+06,2.371319293975830078e+00
1.670000000000000000e+06,1.548166275024414062e+00
1.675000000000000000e+06,2.241815567016601562e+00
1.680000000000000000e+06,3.141648292541503906e+00
1.685000000000000000e+06,2.145356655120849609e+00
1.690000000000000000e+06,3.386048316955566406e+00
1.695000000000000000e+06,3.410340309143066406e+00
1.700000000000000000e+06,2.043850183486938477e+00
1.705000000000000000e+06,3.775400638580322266e+00
1.710000000000000000e+06,3.142645120620727539e+00
1.715000000000000000e+06,3.900924205780029297e+00
1.720000000000000000e+06,1.972501754760742188e+00
1.725000000000000000e+06,2.117727279663085938e+00
1.730000000000000000e+06,4.085945129394531250e+00
1.735000000000000000e+06,1.725681304931640625e+00
1.740000000000000000e+06,2.268294095993041992e+00
1.745000000000000000e+06,2.547490596771240234e+00
1.750000000000000000e+06,1.599073290824890137e+00
1.755000000000000000e+06,2.544402122497558594e+00
1.760000000000000000e+06,2.715103387832641602e+00
1.765000000000000000e+06,1.443986415863037109e+00
1.770000000000000000e+06,3.394262790679931641e+00
1.775000000000000000e+06,2.090134143829345703e+00
1.780000000000000000e+06,1.612993001937866211e+00
1.785000000000000000e+06,2.379360198974609375e+00
1.790000000000000000e+06,2.437773704528808594e+00
1.795000000000000000e+06,3.861610412597656250e+00
1.800000000000000000e+06,1.921774625778198242e+00
1.805000000000000000e+06,1.997896790504455566e+00
1.810000000000000000e+06,2.071709156036376953e+00
1.815000000000000000e+06,2.370175838470458984e+00
1.820000000000000000e+06,2.193944454193115234e+00
1.825000000000000000e+06,1.948461771011352539e+00
1.830000000000000000e+06,2.224013328552246094e+00
1.835000000000000000e+06,2.510029077529907227e+00
1.840000000000000000e+06,2.000597476959228516e+00
1.845000000000000000e+06,1.412328481674194336e+00
1.850000000000000000e+06,1.539711952209472656e+00
1.855000000000000000e+06,3.071772575378417969e+00
1.860000000000000000e+06,1.704077839851379395e+00
1.865000000000000000e+06,3.594186544418334961e+00
1.870000000000000000e+06,2.044820308685302734e+00
1.875000000000000000e+06,1.771129131317138672e+00
1.880000000000000000e+06,1.820518255233764648e+00
1.885000000000000000e+06,3.571173906326293945e+00
1.890000000000000000e+06,2.877863407135009766e+00
1.895000000000000000e+06,1.888235211372375488e+00
1.900000000000000000e+06,2.873075962066650391e+00
1.905000000000000000e+06,2.327843904495239258e+00
1.910000000000000000e+06,1.931947827339172363e+00
1.915000000000000000e+06,2.213861227035522461e+00
1.920000000000000000e+06,2.082657814025878906e+00
1.925000000000000000e+06,2.082631111145019531e+00
1.930000000000000000e+06,2.473568916320800781e+00
1.935000000000000000e+06,1.516625642776489258e+00
1.940000000000000000e+06,2.011710405349731445e+00
1.945000000000000000e+06,2.102537155151367188e+00
1.950000000000000000e+06,2.074616909027099609e+00
1.955000000000000000e+06,1.841018438339233398e+00
1.960000000000000000e+06,2.153487682342529297e+00
1.965000000000000000e+06,2.695031166076660156e+00
1.970000000000000000e+06,2.155206680297851562e+00
1.975000000000000000e+06,2.555347919464111328e+00
1.980000000000000000e+06,2.845082759857177734e+00
1.985000000000000000e+06,2.221611976623535156e+00
1.990000000000000000e+06,2.155266761779785156e+00
1.995000000000000000e+06,2.198418617248535156e+00
2.000000000000000000e+06,1.659685134887695312e+00
2.005000000000000000e+06,2.207406044006347656e+00
2.010000000000000000e+06,2.826100826263427734e+00
2.015000000000000000e+06,1.267559528350830078e+00
2.020000000000000000e+06,9.435600638389587402e-01
2.025000000000000000e+06,2.348220825195312500e+00
2.030000000000000000e+06,2.274318456649780273e+00
2.035000000000000000e+06,9.314661026000976562e-01
2.040000000000000000e+06,2.618171691894531250e+00
2.045000000000000000e+06,3.492846727371215820e+00
2.050000000000000000e+06,1.591158390045166016e+00
2.055000000000000000e+06,2.478064537048339844e+00
2.060000000000000000e+06,2.185246229171752930e+00
2.065000000000000000e+06,2.009011268615722656e+00
2.070000000000000000e+06,1.373510360717773438e+00
2.075000000000000000e+06,3.838324546813964844e+00
2.080000000000000000e+06,2.715384244918823242e+00
2.085000000000000000e+06,2.025551795959472656e+00
2.090000000000000000e+06,2.999458789825439453e+00
2.095000000000000000e+06,2.059854984283447266e+00
2.100000000000000000e+06,2.222784280776977539e+00
2.105000000000000000e+06,3.619751214981079102e+00
2.110000000000000000e+06,2.971862554550170898e+00
2.115000000000000000e+06,2.589011669158935547e+00
2.120000000000000000e+06,2.071349143981933594e+00
2.125000000000000000e+06,2.024823665618896484e+00
2.130000000000000000e+06,3.797827720642089844e+00
2.135000000000000000e+06,1.404371976852416992e+00
2.140000000000000000e+06,1.771819829940795898e+00
2.145000000000000000e+06,3.627369165420532227e+00
2.150000000000000000e+06,2.350955486297607422e+00
2.155000000000000000e+06,1.908415794372558594e+00
2.160000000000000000e+06,2.522843837738037109e+00
2.165000000000000000e+06,1.936231613159179688e+00
2.170000000000000000e+06,1.404450893402099609e+00
2.175000000000000000e+06,2.141490459442138672e+00
2.180000000000000000e+06,1.935120463371276855e+00
2.185000000000000000e+06,1.793004751205444336e+00
2.190000000000000000e+06,2.644509315490722656e+00
2.195000000000000000e+06,2.062418460845947266e+00
2.200000000000000000e+06,1.704044103622436523e+00
2.205000000000000000e+06,1.561564683914184570e+00
2.210000000000000000e+06,1.665548563003540039e+00
2.215000000000000000e+06,1.072027921676635742e+00
2.220000000000000000e+06,2.207292318344116211e+00
2.225000000000000000e+06,1.935315132141113281e+00
2.230000000000000000e+06,2.837740421295166016e+00
2.235000000000000000e+06,1.307433605194091797e+00
2.240000000000000000e+06,3.324306011199951172e+00
2.245000000000000000e+06,2.182449579238891602e+00
2.250000000000000000e+06,1.386251568794250488e+00
2.255000000000000000e+06,2.829555749893188477e+00
2.260000000000000000e+06,2.200004577636718750e+00
2.265000000000000000e+06,1.359822154045104980e+00
2.270000000000000000e+06,2.875141143798828125e+00
2.275000000000000000e+06,2.736643314361572266e+00
2.280000000000000000e+06,3.304355144500732422e+00
2.285000000000000000e+06,4.180466175079345703e+00
2.290000000000000000e+06,1.238284587860107422e+00
2.295000000000000000e+06,3.457551002502441406e+00
2.300000000000000000e+06,1.164589643478393555e+00
2.305000000000000000e+06,2.966426610946655273e+00
2.310000000000000000e+06,1.966067433357238770e+00
2.315000000000000000e+06,3.179609775543212891e+00
2.320000000000000000e+06,2.452952861785888672e+00
2.325000000000000000e+06,2.163895368576049805e+00
2.330000000000000000e+06,1.867372155189514160e+00
2.335000000000000000e+06,3.252198219299316406e+00
2.340000000000000000e+06,1.695310354232788086e+00
2.345000000000000000e+06,2.023772239685058594e+00
2.350000000000000000e+06,2.443213462829589844e+00
2.355000000000000000e+06,2.485971927642822266e+00
2.360000000000000000e+06,2.202478408813476562e+00
2.365000000000000000e+06,1.987952113151550293e+00
2.370000000000000000e+06,2.063733100891113281e+00
2.375000000000000000e+06,2.059907436370849609e+00
2.380000000000000000e+06,2.581829786300659180e+00
2.385000000000000000e+06,2.029774665832519531e+00
2.390000000000000000e+06,4.999601840972900391e+00
2.395000000000000000e+06,2.528581857681274414e+00
2.400000000000000000e+06,2.276863098144531250e+00
2.405000000000000000e+06,3.088069677352905273e+00
2.410000000000000000e+06,2.427453279495239258e+00
2.415000000000000000e+06,2.043194293975830078e+00
2.420000000000000000e+06,1.817302703857421875e+00
2.425000000000000000e+06,2.609928131103515625e+00
2.430000000000000000e+06,2.904930114746093750e+00
2.435000000000000000e+06,1.975992441177368164e+00
2.440000000000000000e+06,8.246332406997680664e-01
2.445000000000000000e+06,1.867617845535278320e+00
2.450000000000000000e+06,2.810300588607788086e+00
2.455000000000000000e+06,1.461064100265502930e+00
2.460000000000000000e+06,2.176400423049926758e+00
2.465000000000000000e+06,2.384216308593750000e+00
2.470000000000000000e+06,2.960877656936645508e+00
2.475000000000000000e+06,2.539298295974731445e+00
2.480000000000000000e+06,2.517516136169433594e+00
2.485000000000000000e+06,4.135402679443359375e+00
2.490000000000000000e+06,2.992723703384399414e+00
2.495000000000000000e+06,1.676196813583374023e+00
2.500000000000000000e+06,2.033995628356933594e+00
2.505000000000000000e+06,2.193973541259765625e+00
2.510000000000000000e+06,2.944823980331420898e+00
2.515000000000000000e+06,2.142110824584960938e+00
2.520000000000000000e+06,2.453096389770507812e+00
2.525000000000000000e+06,1.922994494438171387e+00
2.530000000000000000e+06,1.891166806221008301e+00
2.535000000000000000e+06,2.465798616409301758e+00
2.540000000000000000e+06,1.725822448730468750e+00
2.545000000000000000e+06,1.002774357795715332e+00
2.550000000000000000e+06,1.604756712913513184e+00
2.555000000000000000e+06,1.986315846443176270e+00
2.560000000000000000e+06,3.191208362579345703e+00
2.565000000000000000e+06,1.842636585235595703e+00
2.570000000000000000e+06,1.602673888206481934e+00
2.575000000000000000e+06,1.439906954765319824e+00
2.580000000000000000e+06,3.446229457855224609e+00
2.585000000000000000e+06,1.414996385574340820e+00
2.590000000000000000e+06,1.697340011596679688e+00
2.595000000000000000e+06,1.927264809608459473e+00
2.600000000000000000e+06,2.859928131103515625e+00
2.605000000000000000e+06,2.415609359741210938e+00
2.610000000000000000e+06,3.608459711074829102e+00
2.615000000000000000e+06,2.059246063232421875e+00
2.620000000000000000e+06,2.426620006561279297e+00
2.625000000000000000e+06,2.573455572128295898e+00
2.630000000000000000e+06,2.685699462890625000e+00
2.635000000000000000e+06,3.238783836364746094e+00
2.640000000000000000e+06,1.772397994995117188e+00
2.645000000000000000e+06,1.337645292282104492e+00
2.650000000000000000e+06,2.211746215820312500e+00
2.655000000000000000e+06,1.663350939750671387e+00
2.660000000000000000e+06,2.132691621780395508e+00
2.665000000000000000e+06,3.162138938903808594e+00
2.670000000000000000e+06,3.742289066314697266e+00
2.675000000000000000e+06,2.356358289718627930e+00
2.680000000000000000e+06,1.249127626419067383e+00
2.685000000000000000e+06,1.784789800643920898e+00
2.690000000000000000e+06,9.724650979042053223e-01
2.695000000000000000e+06,1.343821287155151367e+00
2.700000000000000000e+06,4.068097114562988281e+00
2.705000000000000000e+06,2.865973711013793945e+00
2.710000000000000000e+06,1.310899615287780762e+00
2.715000000000000000e+06,1.489320993423461914e+00
2.720000000000000000e+06,3.920279979705810547e+00
2.725000000000000000e+06,2.755114078521728516e+00
2.730000000000000000e+06,1.473487138748168945e+00
2.735000000000000000e+06,2.411783933639526367e+00
2.740000000000000000e+06,2.977564811706542969e+00
2.745000000000000000e+06,2.348246812820434570e+00
2.750000000000000000e+06,2.725180625915527344e+00
2.755000000000000000e+06,2.428679704666137695e+00
2.760000000000000000e+06,2.222458362579345703e+00
2.765000000000000000e+06,1.235505819320678711e+00
2.770000000000000000e+06,1.869591474533081055e+00
2.775000000000000000e+06,1.986812233924865723e+00
2.780000000000000000e+06,1.954556941986083984e+00
2.785000000000000000e+06,2.552689552307128906e+00
2.790000000000000000e+06,8.832070231437683105e-01
2.795000000000000000e+06,2.427046775817871094e+00
2.800000000000000000e+06,3.101766347885131836e+00
2.805000000000000000e+06,1.459679007530212402e+00
2.810000000000000000e+06,3.399489402770996094e+00
2.815000000000000000e+06,2.202831745147705078e+00
2.820000000000000000e+06,2.245192527770996094e+00
2.825000000000000000e+06,2.130529880523681641e+00
2.830000000000000000e+06,2.520263433456420898e+00
2.835000000000000000e+06,2.841059684753417969e+00
2.840000000000000000e+06,1.997246623039245605e+00
2.845000000000000000e+06,1.969117045402526855e+00
2.850000000000000000e+06,2.812914371490478516e+00
2.855000000000000000e+06,2.559514522552490234e+00
2.860000000000000000e+06,3.908425807952880859e+00
2.865000000000000000e+06,2.316054821014404297e+00
2.870000000000000000e+06,2.105470657348632812e+00
2.875000000000000000e+06,1.975489377975463867e+00
2.880000000000000000e+06,2.898032903671264648e+00
2.885000000000000000e+06,2.138282537460327148e+00
2.890000000000000000e+06,1.960709810256958008e+00
2.895000000000000000e+06,1.924481391906738281e+00
2.900000000000000000e+06,2.726100683212280273e+00
2.905000000000000000e+06,1.561674356460571289e+00
