# Time,Training Loss
2.910000000000000000e+06,1.614127993583679199e+00
2.915000000000000000e+06,2.317035675048828125e+00
2.920000000000000000e+06,2.674157857894897461e+00
2.925000000000000000e+06,4.934312343597412109e+00
2.930000000000000000e+06,3.194859504699707031e+00
2.935000000000000000e+06,1.675418853759765625e+00
2.940000000000000000e+06,2.081558227539062500e+00
2.945000000000000000e+06,1.615007042884826660e+00
2.950000000000000000e+06,3.548488140106201172e+00
2.955000000000000000e+06,2.664846897125244141e+00
2.960000000000000000e+06,2.475642442703247070e+00
2.965000000000000000e+06,2.848882436752319336e+00
2.970000000000000000e+06,2.117336750030517578e+00
2.975000000000000000e+06,2.259770870208740234e+00
2.980000000000000000e+06,4.842084884643554688e+00
2.985000000000000000e+06,1.228458642959594727e+00
2.990000000000000000e+06,3.951820135116577148e+00
2.995000000000000000e+06,2.065100669860839844e+00
3.000000000000000000e+06,2.594893455505371094e+00
3.005000000000000000e+06,2.595624208450317383e+00
3.010000000000000000e+06,3.316188812255859375e+00
3.015000000000000000e+06,1.941450595855712891e+00
3.020000000000000000e+06,2.522443532943725586e+00
3.025000000000000000e+06,3.146495103836059570e+00
3.030000000000000000e+06,2.078726053237915039e+00
3.035000000000000000e+06,1.758400797843933105e+00
3.040000000000000000e+06,3.401310920715332031e+00
3.045000000000000000e+06,2.645345449447631836e+00
3.050000000000000000e+06,3.791008472442626953e+00
3.055000000000000000e+06,2.852271080017089844e+00
3.060000000000000000e+06,2.003216743469238281e+00
3.065000000000000000e+06,1.872673869132995605e+00
3.070000000000000000e+06,1.526166796684265137e+00
3.075000000000000000e+06,2.140194177627563477e+00
3.080000000000000000e+06,3.579401016235351562e+00
3.085000000000000000e+06,2.690926313400268555e+00
3.090000000000000000e+06,3.700464487075805664e+00
3.095000000000000000e+06,3.574048042297363281e+00
3.100000000000000000e+06,3.959030389785766602e+00
3.105000000000000000e+06,1.793074250221252441e+00
3.110000000000000000e+06,3.520736217498779297e+00
3.115000000000000000e+06,1.710657715797424316e+00
3.120000000000000000e+06,3.182799339294433594e+00
3.125000000000000000e+06,7.527351379394531250e-01
3.130000000000000000e+06,1.167047500610351562e+00
3.135000000000000000e+06,3.386456727981567383e+00
3.140000000000000000e+06,3.195011138916015625e+00
3.145000000000000000e+06,2.510870695114135742e+00
3.150000000000000000e+06,7.769990712404251099e-02
3.155000000000000000e+06,1.436058044433593750e+00
3.160000000000000000e+06,3.522249460220336914e+00
3.165000000000000000e+06,2.082102775573730469e+00
3.170000000000000000e+06,2.157835483551025391e+00
3.175000000000000000e+06,2.757649898529052734e+00
3.180000000000000000e+06,1.563374280929565430e+00
3.185000000000000000e+06,2.097302913665771484e+00
3.190000000000000000e+06,1.901083707809448242e+00
3.195000000000000000e+06,1.788711071014404297e+00
3.200000000000000000e+06,1.766254901885986328e+00
3.205000000000000000e+06,2.377617835998535156e+00
3.210000000000000000e+06,1.871716499328613281e+00
3.215000000000000000e+06,1.733626723289489746e+00
3.220000000000000000e+06,2.196449756622314453e+00
3.225000000000000000e+06,2.354371070861816406e+00
3.230000000000000000e+06,1.786222457885742188e+00
3.235000000000000000e+06,2.829787135124206543e-01
3.240000000000000000e+06,2.019336700439453125e+00
3.245000000000000000e+06,1.706506371498107910e+00
3.250000000000000000e+06,2.258000135421752930e+00
3.255000000000000000e+06,1.923196315765380859e+00
3.260000000000000000e+06,1.277068972587585449e+00
3.265000000000000000e+06,2.271607637405395508e+00
3.270000000000000000e+06,2.024216651916503906e+00
3.275000000000000000e+06,9.895616173744201660e-01
3.280000000000000000e+06,3.547074794769287109e+00
3.285000000000000000e+06,3.216860294342041016e+00
3.290000000000000000e+06,2.183930873870849609e+00
3.295000000000000000e+06,1.994393825531005859e+00
3.300000000000000000e+06,1.725095033645629883e+00
3.305000000000000000e+06,4.562399983406066895e-01
3.310000000000000000e+06,2.354455947875976562e+00
3.315000000000000000e+06,2.286882638931274414e+00
3.320000000000000000e+06,4.726598262786865234e+00
3.325000000000000000e+06,2.895495414733886719e+00
3.330000000000000000e+06,1.531579971313476562e+00
3.335000000000000000e+06,2.367258071899414062e+00
3.340000000000000000e+06,2.910318851470947266e+00
3.345000000000000000e+06,1.299811482429504395e+00
3.350000000000000000e+06,2.373141288757324219e+00
3.355000000000000000e+06,1.343201279640197754e+00
3.360000000000000000e+06,5.271331787109375000e+00
3.365000000000000000e+06,1.413125514984130859e+00
3.370000000000000000e+06,3.992465019226074219e+00
3.375000000000000000e+06,2.191630363464355469e+00
3.380000000000000000e+06,1.868388652801513672e+00
3.385000000000000000e+06,3.473595619201660156e+00
3.390000000000000000e+06,1.967919826507568359e+00
3.395000000000000000e+06,4.233466148376464844e+00
3.400000000000000000e+06,2.273102998733520508e+00
3.405000000000000000e+06,2.100004673004150391e+00
3.410000000000000000e+06,2.713929891586303711e+00
3.415000000000000000e+06,3.102542161941528320e+00
3.420000000000000000e+06,2.938632488250732422e+00
3.425000000000000000e+06,2.622401952743530273e+00
3.430000000000000000e+06,3.019554376602172852e+00
3.435000000000000000e+06,2.173187732696533203e+00
3.440000000000000000e+06,2.645042896270751953e+00
3.445000000000000000e+06,3.491941928863525391e+00
3.450000000000000000e+06,1.353552818298339844e+00
3.455000000000000000e+06,2.027307510375976562e+00
3.460000000000000000e+06,1.663625597953796387e+00
3.465000000000000000e+06,2.424893379211425781e+00
3.470000000000000000e+06,1.936858773231506348e+00
3.475000000000000000e+06,2.123808860778808594e+00
3.480000000000000000e+06,1.944777965545654297e+00
3.485000000000000000e+06,1.855439543724060059e+00
3.490000000000000000e+06,1.485058307647705078e+00
3.495000000000000000e+06,1.804204702377319336e+00
3.500000000000000000e+06,2.577984333038330078e+00
3.505000000000000000e+06,2.507327556610107422e+00
3.510000000000000000e+06,1.832448005676269531e+00
3.515000000000000000e+06,1.883080244064331055e+00
3.520000000000000000e+06,2.929750680923461914e+00
3.525000000000000000e+06,2.536206722259521484e+00
3.530000000000000000e+06,1.064889192581176758e+00
3.535000000000000000e+06,2.131921291351318359e+00
3.540000000000000000e+06,2.594803810119628906e+00
3.545000000000000000e+06,2.572779893875122070e+00
3.550000000000000000e+06,3.378959655761718750e+00
3.555000000000000000e+06,4.450084209442138672e+00
3.560000000000000000e+06,1.705164551734924316e+00
3.565000000000000000e+06,1.986003160476684570e+00
3.570000000000000000e+06,2.136512279510498047e+00
3.575000000000000000e+06,1.373225688934326172e+00
3.580000000000000000e+06,1.797075510025024414e+00
3.585000000000000000e+06,1.978367805480957031e+00
3.590000000000000000e+06,3.798317670822143555e+00
3.595000000000000000e+06,3.961923599243164062e+00
3.600000000000000000e+06,9.729060530662536621e-01
3.605000000000000000e+06,1.520514130592346191e+00
3.610000000000000000e+06,1.096920013427734375e+00
3.615000000000000000e+06,1.106768488883972168e+00
3.620000000000000000e+06,3.377545356750488281e+00
3.625000000000000000e+06,2.735882759094238281e+00
3.630000000000000000e+06,1.655463695526123047e+00
3.635000000000000000e+06,2.131594181060791016e+00
3.640000000000000000e+06,1.896800756454467773e+00
3.645000000000000000e+06,1.579753398895263672e+00
3.650000000000000000e+06,2.929127216339111328e+00
3.655000000000000000e+06,3.028711557388305664e+00
3.660000000000000000e+06,2.209788799285888672e+00
3.665000000000000000e+06,2.187483310699462891e+00
3.670000000000000000e+06,1.395595669746398926e+00
3.675000000000000000e+06,2.710152387619018555e+00
3.680000000000000000e+06,1.356785535812377930e+00
3.685000000000000000e+06,4.291673660278320312e+00
3.690000000000000000e+06,2.617946863174438477e+00
3.695000000000000000e+06,1.846183061599731445e+00
3.700000000000000000e+06,1.841301083564758301e+00
3.705000000000000000e+06,1.822890520095825195e+00
3.710000000000000000e+06,2.413900375366210938e+00
3.715000000000000000e+06,1.819943070411682129e+00
3.720000000000000000e+06,1.999857068061828613e+00
3.725000000000000000e+06,2.353035926818847656e+00
3.730000000000000000e+06,2.732300281524658203e+00
3.735000000000000000e+06,1.835500478744506836e+00
3.740000000000000000e+06,1.167430758476257324e+00
3.745000000000000000e+06,1.837724089622497559e+00
3.750000000000000000e+06,1.925150990486145020e+00
3.755000000000000000e+06,2.552867174148559570e+00
3.760000000000000000e+06,2.279750347137451172e+00
3.765000000000000000e+06,2.919058799743652344e+00
3.770000000000000000e+06,1.273213624954223633e+00
3.775000000000000000e+06,6.275170445442199707e-01
3.780000000000000000e+06,3.250634908676147461e+00
3.785000000000000000e+06,2.918732166290283203e+00
3.790000000000000000e+06,2.305443763732910156e+00
3.795000000000000000e+06,1.472009420394897461e+00
3.800000000000000000e+06,2.754746437072753906e+00
3.805000000000000000e+06,1.967537641525268555e+00
3.810000000000000000e+06,1.757397770881652832e+00
3.815000000000000000e+06,1.035425662994384766e+00
3.820000000000000000e+06,1.907714486122131348e+00
3.825000000000000000e+06,3.080863237380981445e+00
3.830000000000000000e+06,8.671314120292663574e-01
3.835000000000000000e+06,2.266285419464111328e+00
3.840000000000000000e+06,2.581694364547729492e+00
3.845000000000000000e+06,2.660573482513427734e+00
3.850000000000000000e+06,4.549603462219238281e+00
3.855000000000000000e+06,2.031116962432861328e+00
3.860000000000000000e+06,4.470370292663574219e+00
3.865000000000000000e+06,2.246733665466308594e+00
3.870000000000000000e+06,2.149538278579711914e+00
3.875000000000000000e+06,2.687192440032958984e+00
3.880000000000000000e+06,3.138361930847167969e+00
3.885000000000000000e+06,1.955631017684936523e+00
3.890000000000000000e+06,2.489606857299804688e+00
3.895000000000000000e+06,2.556915283203125000e+00
3.900000000000000000e+06,1.890050888061523438e+00
3.905000000000000000e+06,1.814359545707702637e+00
3.910000000000000000e+06,8.182496428489685059e-01
3.915000000000000000e+06,2.188741683959960938e+00
3.920000000000000000e+06,2.172216176986694336e+00
3.925000000000000000e+06,3.615461826324462891e+00
3.930000000000000000e+06,5.671831965446472168e-01
3.935000000000000000e+06,2.407908678054809570e+00
3.940000000000000000e+06,2.499302387237548828e+00
3.945000000000000000e+06,2.542489051818847656e+00
3.950000000000000000e+06,2.143090248107910156e+00
3.955000000000000000e+06,2.321642875671386719e+00
3.960000000000000000e+06,1.503256201744079590e+00
3.965000000000000000e+06,1.290826439857482910e+00
3.970000000000000000e+06,1.749253869056701660e+00
3.975000000000000000e+06,2.068015575408935547e+00
3.980000000000000000e+06,3.398118317127227783e-01
3.985000000000000000e+06,4.381886482238769531e+00
3.990000000000000000e+06,2.528218507766723633e+00
3.995000000000000000e+06,2.322406291961669922e+00
4.000000000000000000e+06,1.450309872627258301e+00
4.005000000000000000e+06,4.104953765869140625e+00
4.010000000000000000e+06,1.436637043952941895e+00
4.015000000000000000e+06,1.380963683128356934e+00
4.020000000000000000e+06,3.782485961914062500e+00
4.025000000000000000e+06,2.237848758697509766e+00
4.030000000000000000e+06,1.653127193450927734e+00
4.035000000000000000e+06,4.816727638244628906e+00
4.040000000000000000e+06,1.139137864112854004e+00
4.045000000000000000e+06,2.043538570404052734e+00
4.050000000000000000e+06,1.942672133445739746e+00
4.055000000000000000e+06,1.538220286369323730e+00
4.060000000000000000e+06,1.838812470436096191e+00
4.065000000000000000e+06,2.249130487442016602e+00
4.070000000000000000e+06,2.095207214355468750e+00
4.075000000000000000e+06,2.309297323226928711e+00
4.080000000000000000e+06,2.148141384124755859e+00
4.085000000000000000e+06,1.378304839134216309e+00
4.090000000000000000e+06,2.133244514465332031e+00
4.095000000000000000e+06,1.357410073280334473e+00
4.100000000000000000e+06,3.721674919128417969e+00
4.105000000000000000e+06,1.758504271507263184e+00
4.110000000000000000e+06,2.951777458190917969e+00
4.115000000000000000e+06,2.435205936431884766e+00
4.120000000000000000e+06,2.216596126556396484e+00
4.125000000000000000e+06,1.862380385398864746e+00
4.130000000000000000e+06,6.882020831108093262e-01
4.135000000000000000e+06,1.919716119766235352e+00
4.140000000000000000e+06,3.372115612030029297e+00
4.145000000000000000e+06,2.018763542175292969e+00
4.150000000000000000e+06,2.345922708511352539e+00
4.155000000000000000e+06,1.545450091361999512e+00
4.160000000000000000e+06,1.980347394943237305e+00
4.165000000000000000e+06,1.637508869171142578e+00
4.170000000000000000e+06,3.299809455871582031e+00
4.175000000000000000e+06,1.537222504615783691e+00
4.180000000000000000e+06,2.217485427856445312e+00
4.185000000000000000e+06,2.463501453399658203e+00
4.190000000000000000e+06,1.829912185668945312e+00
4.195000000000000000e+06,1.189986228942871094e+00
4.200000000000000000e+06,2.218044042587280273e+00
4.205000000000000000e+06,2.898205280303955078e+00
4.210000000000000000e+06,1.274307966232299805e+00
4.215000000000000000e+06,2.131376266479492188e+00
4.220000000000000000e+06,2.584334850311279297e+00
4.225000000000000000e+06,1.690193891525268555e+00
4.230000000000000000e+06,3.228957653045654297e+00
4.235000000000000000e+06,1.733277916908264160e+00
4.240000000000000000e+06,1.040868163108825684e+00
4.245000000000000000e+06,3.970968961715698242e+00
4.250000000000000000e+06,2.081362724304199219e+00
4.255000000000000000e+06,1.823567509651184082e+00
4.260000000000000000e+06,2.323223590850830078e+00
4.265000000000000000e+06,2.471291780471801758e+00
4.270000000000000000e+06,1.494597554206848145e+00
4.275000000000000000e+06,2.215193033218383789e+00
4.280000000000000000e+06,5.471791744232177734e+00
4.285000000000000000e+06,1.810931563377380371e+00
4.290000000000000000e+06,1.812283754348754883e+00
4.295000000000000000e+06,2.065219402313232422e+00
4.300000000000000000e+06,2.008647441864013672e+00
4.305000000000000000e+06,2.919264316558837891e+00
4.310000000000000000e+06,1.262851238250732422e+00
4.315000000000000000e+06,3.733191728591918945e+00
4.320000000000000000e+06,2.663817405700683594e+00
4.325000000000000000e+06,1.406635880470275879e+00
4.330000000000000000e+06,2.595161437988281250e+00
4.335000000000000000e+06,1.249329805374145508e+00
4.340000000000000000e+06,4.463384151458740234e+00
4.345000000000000000e+06,1.928444862365722656e+00
4.350000000000000000e+06,1.829317927360534668e+00
4.355000000000000000e+06,1.319695949554443359e+00
4.360000000000000000e+06,2.510510206222534180e+00
4.365000000000000000e+06,3.386687278747558594e+00
4.370000000000000000e+06,3.210384130477905273e+00
4.375000000000000000e+06,2.399930953979492188e+00
4.380000000000000000e+06,5.101656913757324219e+00
4.385000000000000000e+06,1.408064603805541992e+00
4.390000000000000000e+06,2.277442455291748047e+00
4.395000000000000000e+06,1.948086977005004883e+00
4.400000000000000000e+06,2.630864620208740234e+00
4.405000000000000000e+06,1.079421043395996094e+00
4.410000000000000000e+06,3.994668483734130859e+00
4.415000000000000000e+06,1.823044061660766602e+00
4.420000000000000000e+06,2.321947097778320312e+00
4.425000000000000000e+06,2.318444967269897461e+00
4.430000000000000000e+06,3.768330812454223633e+00
4.435000000000000000e+06,3.023612499237060547e+00
4.440000000000000000e+06,4.304342269897460938e+00
4.445000000000000000e+06,1.629386901855468750e+00
4.450000000000000000e+06,2.070030212402343750e+00
4.455000000000000000e+06,2.033354997634887695e+00
4.460000000000000000e+06,1.891541004180908203e+00
4.465000000000000000e+06,1.809112071990966797e+00
4.470000000000000000e+06,5.691219806671142578e+00
4.475000000000000000e+06,1.125036597251892090e+00
4.480000000000000000e+06,1.091763257980346680e+00
4.485000000000000000e+06,3.124927043914794922e+00
4.490000000000000000e+06,4.942733764648437500e+00
4.495000000000000000e+06,1.860225319862365723e+00
4.500000000000000000e+06,2.642979383468627930e+00
4.505000000000000000e+06,2.169251203536987305e+00
4.510000000000000000e+06,1.865819573402404785e+00
4.515000000000000000e+06,2.990437030792236328e+00
4.520000000000000000e+06,2.159584045410156250e+00
4.525000000000000000e+06,1.945142507553100586e+00
4.530000000000000000e+06,1.778941154479980469e+00
4.535000000000000000e+06,3.499374389648437500e+00
4.540000000000000000e+06,2.453162193298339844e+00
4.545000000000000000e+06,2.155253410339355469e+00
4.550000000000000000e+06,2.558386087417602539e+00
4.555000000000000000e+06,2.558743000030517578e+00
4.560000000000000000e+06,1.650257706642150879e+00
4.565000000000000000e+06,2.187777996063232422e+00
4.570000000000000000e+06,2.534996271133422852e+00
4.575000000000000000e+06,2.881771326065063477e+00
4.580000000000000000e+06,1.363318324089050293e+00
4.585000000000000000e+06,3.130527019500732422e+00
4.590000000000000000e+06,1.913651466369628906e+00
4.595000000000000000e+06,2.649108886718750000e+00
4.600000000000000000e+06,1.931236505508422852e+00
4.605000000000000000e+06,2.374794006347656250e+00
4.610000000000000000e+06,2.738878250122070312e+00
4.615000000000000000e+06,3.730494022369384766e+00
4.620000000000000000e+06,2.500756263732910156e+00
4.625000000000000000e+06,1.680223584175109863e+00
4.630000000000000000e+06,2.237447738647460938e+00
4.635000000000000000e+06,1.839450836181640625e+00
4.640000000000000000e+06,3.841887950897216797e+00
4.645000000000000000e+06,1.960575342178344727e+00
4.650000000000000000e+06,1.820573210716247559e+00
4.655000000000000000e+06,3.066600561141967773e+00
4.660000000000000000e+06,2.138755321502685547e+00
4.665000000000000000e+06,3.101693868637084961e+00
4.670000000000000000e+06,1.069151401519775391e+00
4.675000000000000000e+06,1.881623268127441406e+00
4.680000000000000000e+06,1.858067154884338379e+00
4.685000000000000000e+06,2.282450437545776367e+00
4.690000000000000000e+06,2.937658548355102539e+00
4.695000000000000000e+06,2.639957427978515625e+00
4.700000000000000000e+06,2.386476993560791016e+00
4.705000000000000000e+06,2.114882469177246094e+00
4.710000000000000000e+06,2.416268825531005859e+00
4.715000000000000000e+06,2.416246414184570312e+00
4.720000000000000000e+06,1.052358865737915039e+00
4.725000000000000000e+06,3.370382547378540039e+00
4.730000000000000000e+06,3.037534713745117188e+00
4.735000000000000000e+06,3.873278141021728516e+00
4.740000000000000000e+06,3.924576759338378906e+00
4.745000000000000000e+06,1.990550279617309570e+00
4.750000000000000000e+06,1.830851197242736816e+00
4.755000000000000000e+06,2.740548133850097656e+00
4.760000000000000000e+06,3.306503295898437500e+00
4.765000000000000000e+06,1.964431762695312500e+00
4.770000000000000000e+06,1.995567560195922852e+00
4.775000000000000000e+06,2.445491313934326172e+00
4.780000000000000000e+06,1.554515004158020020e+00
4.785000000000000000e+06,2.047715187072753906e+00
4.790000000000000000e+06,1.586824357509613037e-01
4.795000000000000000e+06,2.360440731048583984e+00
4.800000000000000000e+06,2.747361898422241211e+00
4.805000000000000000e+06,1.913646101951599121e+00
4.810000000000000000e+06,3.568228483200073242e+00
4.815000000000000000e+06,1.883770108222961426e+00
4.820000000000000000e+06,2.792064189910888672e+00
4.825000000000000000e+06,2.889551639556884766e+00
4.830000000000000000e+06,2.296080112457275391e+00
4.835000000000000000e+06,1.868842482566833496e+00
4.840000000000000000e+06,2.726818084716796875e+00
4.845000000000000000e+06,1.923583030700683594e+00
4.850000000000000000e+06,4.893803596496582031e+00
4.855000000000000000e+06,2.257681369781494141e+00
4.860000000000000000e+06,2.687821388244628906e+00
4.865000000000000000e+06,2.564308643341064453e+00
4.870000000000000000e+06,1.436888694763183594e+00
4.875000000000000000e+06,2.751083850860595703e+00
4.880000000000000000e+06,1.952654719352722168e+00
4.885000000000000000e+06,9.384618997573852539e-01
4.890000000000000000e+06,3.585769653320312500e+00
4.895000000000000000e+06,1.614811062812805176e+00
4.900000000000000000e+06,2.282846450805664062e+00
4.905000000000000000e+06,3.310022592544555664e+00
4.910000000000000000e+06,2.150679111480712891e+00
4.915000000000000000e+06,1.247543573379516602e+00
4.920000000000000000e+06,1.835142135620117188e+00
4.925000000000000000e+06,4.036241531372070312e+00
4.930000000000000000e+06,1.402568340301513672e+00
4.935000000000000000e+06,1.317172288894653320e+00
4.940000000000000000e+06,1.856978535652160645e+00
4.945000000000000000e+06,1.819663643836975098e+00
4.950000000000000000e+06,3.148473739624023438e+00
4.955000000000000000e+06,2.030031204223632812e+00
4.960000000000000000e+06,2.167486190795898438e+00
4.965000000000000000e+06,2.385330200195312500e+00
4.970000000000000000e+06,3.539371490478515625e+00
4.975000000000000000e+06,3.702866554260253906e+00
4.980000000000000000e+06,2.659196376800537109e+00
4.985000000000000000e+06,1.602205276489257812e+00
4.990000000000000000e+06,3.357641696929931641e+00
4.995000000000000000e+06,2.062610387802124023e+00
5.000000000000000000e+06,2.614977359771728516e+00
5.005000000000000000e+06,1.412207365036010742e+00
5.010000000000000000e+06,4.177333831787109375e+00
5.015000000000000000e+06,3.213325738906860352e+00
5.020000000000000000e+06,2.678660631179809570e+00
5.025000000000000000e+06,2.354929924011230469e+00
5.030000000000000000e+06,2.075546264648437500e+00
5.035000000000000000e+06,2.100726127624511719e+00
5.040000000000000000e+06,4.166901588439941406e+00
5.045000000000000000e+06,3.084442615509033203e+00
5.050000000000000000e+06,9.357374310493469238e-01
5.055000000000000000e+06,2.564853429794311523e+00
5.060000000000000000e+06,2.709579467773437500e+00
5.065000000000000000e+06,1.435989618301391602e+00
5.070000000000000000e+06,3.587488412857055664e+00
5.075000000000000000e+06,1.851046323776245117e+00
5.080000000000000000e+06,3.013441562652587891e+00
5.085000000000000000e+06,8.007291555404663086e-01
5.090000000000000000e+06,3.200544357299804688e+00
5.095000000000000000e+06,2.086852312088012695e+00
5.100000000000000000e+06,1.493655800819396973e+00
5.105000000000000000e+06,1.887159466743469238e+00
5.110000000000000000e+06,2.306735992431640625e+00
5.115000000000000000e+06,3.684082984924316406e+00
5.120000000000000000e+06,1.093664765357971191e+00
5.125000000000000000e+06,1.698576092720031738e+00
5.130000000000000000e+06,2.457074642181396484e+00
5.135000000000000000e+06,1.970233082771301270e+00
5.140000000000000000e+06,1.868834257125854492e+00
5.145000000000000000e+06,2.059624195098876953e+00
5.150000000000000000e+06,2.321838378906250000e+00
5.155000000000000000e+06,2.625617504119873047e+00
5.160000000000000000e+06,2.250091552734375000e+00
5.165000000000000000e+06,1.282941102981567383e+00
5.170000000000000000e+06,1.903223156929016113e+00
5.175000000000000000e+06,2.880345821380615234e+00
5.180000000000000000e+06,2.322847843170166016e+00
5.185000000000000000e+06,2.200910091400146484e+00
5.190000000000000000e+06,1.543235898017883301e+00
5.195000000000000000e+06,2.208151817321777344e+00
5.200000000000000000e+06,2.186145782470703125e+00
5.205000000000000000e+06,3.543433189392089844e+00
5.210000000000000000e+06,2.018627405166625977e+00
5.215000000000000000e+06,1.652979969978332520e+00
5.220000000000000000e+06,3.711529970169067383e+00
5.225000000000000000e+06,2.575882434844970703e+00
5.230000000000000000e+06,3.685107707977294922e+00
5.235000000000000000e+06,2.787320137023925781e+00
5.240000000000000000e+06,2.850178718566894531e+00
5.245000000000000000e+06,2.139846324920654297e+00
5.250000000000000000e+06,2.240237236022949219e+00
5.255000000000000000e+06,1.257206797599792480e+00
5.260000000000000000e+06,4.462245464324951172e+00
5.265000000000000000e+06,2.296221733093261719e+00
5.270000000000000000e+06,2.401021480560302734e+00
5.275000000000000000e+06,2.718171119689941406e+00
5.280000000000000000e+06,2.001571893692016602e+00
5.285000000000000000e+06,1.600774288177490234e+00
5.290000000000000000e+06,2.755707740783691406e+00
5.295000000000000000e+06,2.232511520385742188e+00
5.300000000000000000e+06,1.859557271003723145e+00
5.305000000000000000e+06,1.042660832405090332e+00
5.310000000000000000e+06,2.858252763748168945e+00
5.315000000000000000e+06,1.925253868103027344e+00
5.320000000000000000e+06,2.207777500152587891e+00
5.325000000000000000e+06,1.924520850181579590e+00
5.330000000000000000e+06,1.798793792724609375e+00
5.335000000000000000e+06,1.856201529502868652e+00
5.340000000000000000e+06,1.849691987037658691e+00
5.345000000000000000e+06,1.882832765579223633e+00
5.350000000000000000e+06,2.186476469039916992e+00
5.355000000000000000e+06,1.468913197517395020e+00
5.360000000000000000e+06,2.122058153152465820e+00
5.365000000000000000e+06,2.674228906631469727e+00
5.370000000000000000e+06,1.526380538940429688e+00
5.375000000000000000e+06,1.863401770591735840e+00
5.380000000000000000e+06,2.323540687561035156e+00
5.385000000000000000e+06,1.631024003028869629e+00
5.390000000000000000e+06,4.440485954284667969e+00
5.395000000000000000e+06,2.582312107086181641e+00
5.400000000000000000e+06,2.046941757202148438e+00
5.405000000000000000e+06,3.104978084564208984e+00
5.410000000000000000e+06,3.706176280975341797e+00
5.415000000000000000e+06,1.519104957580566406e+00
5.420000000000000000e+06,2.581730842590332031e+00
5.425000000000000000e+06,2.098685503005981445e+00
5.430000000000000000e+06,1.871801495552062988e+00
5.435000000000000000e+06,2.889806509017944336e+00
5.440000000000000000e+06,2.482217073440551758e+00
5.445000000000000000e+06,1.931524515151977539e+00
5.450000000000000000e+06,1.916129946708679199e+00
5.455000000000000000e+06,2.411837100982666016e+00
5.460000000000000000e+06,3.284328460693359375e+00
5.465000000000000000e+06,6.089658737182617188e-01
5.470000000000000000e+06,3.333770513534545898e+00
5.475000000000000000e+06,2.386372327804565430e+00
5.480000000000000000e+06,2.298779964447021484e+00
5.485000000000000000e+06,2.772760391235351562e+00
5.490000000000000000e+06,2.332503318786621094e+00
5.495000000000000000e+06,3.668790340423583984e+00
5.500000000000000000e+06,1.957628011703491211e+00
5.505000000000000000e+06,2.994068622589111328e+00
5.510000000000000000e+06,1.858229041099548340e+00
5.515000000000000000e+06,9.898887872695922852e-01
5.520000000000000000e+06,1.339344739913940430e+00
5.525000000000000000e+06,2.564071178436279297e+00
5.530000000000000000e+06,1.386005759239196777e+00
5.535000000000000000e+06,1.767886996269226074e+00
5.540000000000000000e+06,2.669298887252807617e+00
5.545000000000000000e+06,2.119029283523559570e+00
5.550000000000000000e+06,1.613242506980895996e+00
5.555000000000000000e+06,2.436298131942749023e+00
5.560000000000000000e+06,2.067445516586303711e+00
5.565000000000000000e+06,2.123383760452270508e+00
5.570000000000000000e+06,1.819767951965332031e+00
5.575000000000000000e+06,2.608153104782104492e+00
5.580000000000000000e+06,1.782269477844238281e+00
5.585000000000000000e+06,4.453635215759277344e+00
5.590000000000000000e+06,1.165189266204833984e+00
5.595000000000000000e+06,1.521941900253295898e+00
5.600000000000000000e+06,2.093158245086669922e+00
5.605000000000000000e+06,1.601538062095642090e+00
5.610000000000000000e+06,1.995391249656677246e+00
5.615000000000000000e+06,2.252467155456542969e+00
5.620000000000000000e+06,1.383245706558227539e+00
5.625000000000000000e+06,3.033690690994262695e+00
5.630000000000000000e+06,2.108320474624633789e+00
5.635000000000000000e+06,2.209522724151611328e+00
5.640000000000000000e+06,1.431868433952331543e+00
5.645000000000000000e+06,1.336482405662536621e+00
5.650000000000000000e+06,1.972620487213134766e+00
5.655000000000000000e+06,1.331541538238525391e+00
5.660000000000000000e+06,2.082060337066650391e+00
5.665000000000000000e+06,3.091639995574951172e+00
5.670000000000000000e+06,2.647977352142333984e+00
5.675000000000000000e+06,1.716213583946228027e+00
5.680000000000000000e+06,2.629623413085937500e+00
5.685000000000000000e+06,3.444950580596923828e+00
5.690000000000000000e+06,2.760870933532714844e+00
5.695000000000000000e+06,2.514571905136108398e+00
5.700000000000000000e+06,5.806802749633789062e+00
5.705000000000000000e+06,1.966878652572631836e+00
5.710000000000000000e+06,2.667296409606933594e+00
5.715000000000000000e+06,1.733436107635498047e+00
5.720000000000000000e+06,1.557186484336853027e+00
5.725000000000000000e+06,2.186439752578735352e+00
5.730000000000000000e+06,2.226612091064453125e+00
5.735000000000000000e+06,3.437204360961914062e+00
5.740000000000000000e+06,2.438296794891357422e+00
5.745000000000000000e+06,1.945745706558227539e+00
5.750000000000000000e+06,2.909501314163208008e+00
5.755000000000000000e+06,1.850364923477172852e+00
5.760000000000000000e+06,1.921011686325073242e+00
5.765000000000000000e+06,2.017757177352905273e+00
5.770000000000000000e+06,1.872411966323852539e+00
5.775000000000000000e+06,1.772326707839965820e+00
5.780000000000000000e+06,3.173528194427490234e+00
5.785000000000000000e+06,1.291677594184875488e+00
5.790000000000000000e+06,2.489030122756958008e+00
5.795000000000000000e+06,4.480150222778320312e+00
5.800000000000000000e+06,2.269592285156250000e+00
5.805000000000000000e+06,2.077885866165161133e+00
5.810000000000000000e+06,4.104198455810546875e+00
5.815000000000000000e+06,2.918319463729858398e+00
